perm_nt_no,apv_perm_ymd,site_tel,rdn_whl_addr,rdn_post_no,bplc_nm,update_dt,uptae_nm,trdp_jubnse_nm,x,y,longitude,latitude
3150000-101-2005-00093,2005-03-22,02  26651052,"서울특별시 강서구 방화대로47가길 41, 1층 102~103호 (방화동, 3동 방화샤르망2오피스텔)",7511,원조이모 포장마차,2023-02-16 2:40:00,통닭(치킨),아파트지역,183466.5077,452885.1902,126.8176651,37.58077446
3150000-101-2005-00094,2005-03-22,02 2668 6289,"서울특별시 강서구 양천로 683, 1층 102-2호 (염창동)",7540,본죽&비빔밥 염창점,2023-06-17 2:40:00,한식,,188647.2075,449864.7935,126.8694721,37.5533163
3150000-101-2005-00101,2005-03-25,02 3663 3238,"서울특별시 강서구 공항대로42길 23, 1층 (내발산동)",7647,비에이치시(BHC)발산점,2023-09-21 2:40:00,통닭(치킨),주택가주변,186116.0043,450520.1882,126.84416,37.55927444
3150000-101-2005-00115,2005-04-01,02 2695 5501,서울특별시 강서구 가로공원로76길 101 (화곡동),7768,보리밥,2024-12-04 0:03:00,한식,,185727.1819,447845.1663,126.8402718,37.53495606
3150000-101-2005-00117,2005-04-04,02 3664 7373,서울특별시 강서구 양천로 691-8 (염창동),7540,이엄청난참치,2021-12-26 2:40:00,일식,주택가주변,188745.8958,449815.6591,126.870459,37.55286963
3150000-101-2005-00121,2005-04-06,,"서울특별시 강서구 곰달래로 147-1 (화곡동,(지상 1층))",7759,춘천무쇠닭갈비유황오리,2021-12-30 2:40:00,경양식,기타,186620.723,447635.7369,126.8492072,37.53305215
3150000-101-2005-00122,2005-04-06,02  36632206,"서울특별시 강서구 화곡로68길 36 (등촌동,외 1필지 에이스에이존)",7567,블리스버거 가양역점,2021-11-10 2:40:00,호프/통닭,,187220.502,450708.9728,126.855205,37.56099066
3150000-101-2005-00131,2005-04-11,02 2662 0701,"서울특별시 강서구 양천로6길 28 (방화동,방화12단지상가 101호)",7611,개화산튀김집,2018-08-31 23:59:59,한식,,182859.0597,452064.1414,126.8115906,37.57331038
3150000-101-2005-00140,2005-04-14,070 5154 3969,"서울특별시 강서구 금낭화로 234, 국제청소년센터 3층 (방화동)",7508,(주)풀무원푸드앤컬처 국제청소년센타,2024-10-03 2:40:00,한식,,183112.4853,453018.0373,126.8141249,37.58198216
3150000-101-2005-00149,2005-04-19,02 2663 9518,"서울특별시 강서구 초원로 47 (방화동,(1층))",7608,배꼽포차,2019-04-26 2:40:00,정종/대포집/소주방,주택가주변,183211.8876,451756.2014,126.8151189,37.57051092
3150000-101-2005-00162,2005-04-27,02 2668 3030,"서울특별시 강서구 강서로 375-8, 1층 (가양동, 1동)",7803,주식회사 똑순이,2021-03-14 2:40:00,한식,기타,185604.6323,450804.2823,126.8390463,37.56185711
3150000-101-2005-00171,2005-05-03,02 2645 5577,서울특별시 강서구 등촌로51길 8 (등촌동),7667,샤르르김밥,2021-12-30 2:40:00,분식,,187819.1949,449647.3569,126.8611919,37.55133961
3150000-101-2005-00173,2005-05-03,02 2658 3969,"서울특별시 강서구 화곡로68길 47, 1층 105~106호 (등촌동, 1동 트라비하우스)",7548,신의주순대와쭈꾸미,2018-08-31 23:59:59,기타,,187248.2826,450748.0982,126.8554828,37.56134635
3150000-101-2005-00175,2005-05-09,,"서울특별시 강서구 화곡로58길 22-18 (화곡동,1층(101호))",7657,초원양꼬치,2018-08-31 23:59:59,정종/대포집/소주방,주택가주변,186815.1993,450000.4738,126.851152,37.55454976
3150000-101-2005-00181,2005-05-13,02 2699 3592,"서울특별시 강서구 화곡로60길 22, 1층 (화곡동)",7654,속초붉은대게,2025-01-22 2:40:00,한식,,186888.4223,450117.2299,126.8518842,37.55561118
3150000-101-2005-00188,2005-05-16,,"서울특별시 강서구 화곡로68길 36, 1층 102호 (등촌동, 1동 에이스에이존)",7567,피자스쿨 가양대교점,2018-08-31 23:59:59,패스트푸드,,187220.502,450708.9728,126.855205,37.56099066
3150000-101-2005-00190,2005-05-18,02 3662 2636,"서울특별시 강서구 화곡로68길 47, 상가동 102호 (등촌동,트라비하우스)",7548,연고기집,2021-12-26 2:40:00,식육(숯불구이),,187248.2826,450748.0982,126.8554828,37.56134635
3150000-101-2005-00193,2005-05-19,02 2664 4734,서울특별시 강서구 금낭화로 68-1 (방화동),7607,남촌,2018-08-31 23:59:59,한식,,183305.6909,452137.6115,126.8160569,37.57397829
3150000-101-2005-00194,2005-05-19,02 2697 1247,"서울특별시 강서구 우장산로16길 10, 1층 (화곡동, 6동)",7686,조박사 소머리국밥,2022-03-31 2:40:00,한식,,186642.3545,450070.2586,126.8494235,37.55518417
3150000-101-2005-00198,2005-05-20,02 2699 9282,"서울특별시 강서구 곰달래로 163, 1층 (화곡동, 8동)",7759,도라무통,2024-04-18 2:40:00,한식,,186767.985,447646.6612,126.8506799,37.53315147
3150000-101-2005-00215,2005-06-01,02 2608 0244,"서울특별시 강서구 곰달래로 138, 1층 (화곡동, 8동)",7781,엉털네꼼장어,2019-06-01 2:40:00,한식,,186509.5238,447594.4698,126.8480952,37.532677
3150000-101-2005-00227,2005-06-07,02 2644 9858,"서울특별시 강서구 곰달래로53길 122, 1층 (화곡동, 4동)",7735,명가김밥,2018-08-31 23:59:59,김밥(도시락),,187221.4911,448251.6668,126.8552149,37.53865152
3150000-101-2005-00243,2005-06-17,02 3663 1007,"서울특별시 강서구 공항대로45길 28, 1층 (등촌동, 1동)",7571,공릉동 닭한마리 등촌점,2021-09-05 2:40:00,한식,,187140.0845,450464.6055,126.8544008,37.55876914
3150000-101-2005-00252,2005-06-28,,"서울특별시 강서구 공항대로3길 15-1, 1층 (공항동)",7619,한사발,2021-08-13 2:40:00,한식,,183152.216,451132.8133,126.8145222,37.56484376
3150000-101-2005-00254,2005-06-28,02 2659 2607,"서울특별시 강서구 양천로 461 (가양동,주영빌딩  (지상 1층))",7526,국수나무,2018-08-31 23:59:59,한식,기타,186875.9942,451205.8351,126.8517599,37.56550759
3150000-101-2005-00259,2005-07-01,02 2698 8860,"서울특별시 강서구 화곡로 지하 229, 1층 (화곡동, 우장산동)",,멸치국수(화곡점),2019-11-03 2:40:00,한식,주택가주변,186192.2905,449284.3222,126.8449229,37.54803929
3150000-101-2005-00264,2005-07-06,02 2661 3393,서울특별시 강서구 방화동로 116-1 (방화동),7604,포항물회,2018-08-31 23:59:59,한식,,183367.1844,452077.3087,126.8166718,37.57343008
3150000-101-2005-00270,2005-07-08,02 3663 5185,"서울특별시 강서구 양천로 482 (등촌동,삼부르네상스111-1)",7575,맘스터치 가양역점,2020-11-24 2:40:00,한식,,187030.4488,451007.4574,126.8533045,37.56370416
3150000-101-2005-00278,2005-07-13,02 2691 8585,서울특별시 강서구 강서로 263-17 (내발산동),7639,메밀이랑 면이랑,2021-12-29 2:40:00,분식,,185371.4846,449677.062,126.8367148,37.55160965
3150000-101-2005-00279,2005-07-13,02 3663 3400,"서울특별시 강서구 강서로 426, 1층 101호 (등촌동, 3동 효성인텔리안)",7582,중화루,2024-01-21 2:40:00,중국식,,185811.9473,451247.7998,126.8411195,37.56588909
3150000-101-2005-00281,2005-07-13,02 2652 5123,"서울특별시 강서구 공항대로46길 47, 5층 (화곡동, 6동 더원빌딩)",7654,노래하는개구리7089라이브,2019-02-27 2:40:00,호프/통닭,,186869.1657,450187.4926,126.8516917,37.55624993
3150000-101-2005-00283,2005-07-14,02 2065 5252,"서울특별시 강서구 화곡로58길 19-3, 1층 (화곡동, 6동)",7654,피스펍(Peace Pub),2019-12-25 2:40:00,정종/대포집/소주방,,186864.8994,450110.5241,126.851649,37.55555022
3150000-101-2005-00285,2005-07-19,02 2693 9994,"서울특별시 강서구 공항대로46길 77, 1층 (화곡동, 6동)",7657,금별맥주 강서구청점,2023-03-23 2:40:00,한식,,186806.8421,450049.1508,126.8510684,37.55499228
3150000-101-2005-00286,2005-07-19,02 2692 6092,"서울특별시 강서구 공항대로46길 77, 1층 (화곡동, 6동 우측)",7657,명동찌개마을,2024-07-06 2:40:00,한식,,186806.8421,450049.1508,126.8510684,37.55499228
3150000-101-2005-00294,2005-07-27,02 2694 7715,"서울특별시 강서구 강서로 40 (화곡동,(지상 1층))",7757,고피자(GOPIZZA) 까치산역점,2021-03-10 2:40:00,한식,,186421.2757,447709.9892,126.8472128,37.53372717
3150000-101-2005-00297,2005-07-28,02 2602 1766,"서울특별시 강서구 공항대로 382, 상가동 1층 109호 (화곡동, 6동 우장산롯데낙천대아파트)",7648,도태랑김밥,2018-08-31 23:59:59,김밥(도시락),아파트지역,186520.5494,450383.0795,126.8482055,37.558028
3150000-101-2005-00299,2005-07-28,02 2664 7720,"서울특별시 강서구 개화동로27길 47-3, 1층 (방화동, 2동)",7621,마당,2018-08-31 23:59:59,한식,,183071.5508,451386.5841,126.8137155,37.56715076
3150000-101-2005-00312,2005-08-11,02 2696 2223,"서울특별시 강서구 곰달래로49길 17, 1층 (화곡동, 2동)",7749,함흥냉면,2021-12-30 2:40:00,한식,,187344.1098,447816.9987,126.8564411,37.53469999
3150000-101-2005-00314,2005-08-12,02 2693 0026,"서울특별시 강서구 가로공원로 175, 1층 (화곡동, 1동)",7718,세겹생고기,2021-12-30 2:40:00,한식,,185381.742,448337.2347,126.8368174,37.53942941
3150000-101-2005-00316,2005-08-17,02 3665 4864,"서울특별시 강서구 공항대로45길 101, 1층 105~106호 (등촌동, 강변샤르망)",7548,흑산도 수산,2020-11-21 2:40:00,정종/대포집/소주방,,187342.2346,450784.4569,126.8564223,37.56167688
3150000-101-2005-00317,2005-08-17,02 2690 4879,서울특별시 강서구 까치산로4길 72 (화곡동),7730,왕갈비,2021-12-29 2:40:00,한식,주택가주변,186341.5495,448653.7086,126.8464155,37.54230644
3150000-101-2005-00322,2005-08-19,02 2661 0883,서울특별시 강서구 방화동로5길 22 (방화동),7620,공항갈매기&전,2024-01-13 2:40:00,한식,,183148.5303,451376.084,126.8144853,37.56705531
3150000-101-2005-00326,2005-08-22,02 2699 5966,"서울특별시 강서구 강서로45길 6, 1층 (내발산동, 1동)",7639,메가커피 우장산점,2018-08-31 23:59:59,분식,,185421.2974,449552.5954,126.837213,37.55047814
3150000-101-2005-00330,2005-08-24,02 2664 1806,"서울특별시 강서구 방화동로 96, 1층 101호 (방화동)",7606,정가네칼국수,2023-04-12 2:40:00,한식,,183412.7565,451860.2863,126.8171276,37.57145715
3150000-101-2005-00334,2005-08-26,02 3661 0094,"서울특별시 강서구 화곡로61길 64, 7동 1층 근생1호 (등촌동, 3동 녹십초훼미리)",7590,문가네식당,2018-08-31 23:59:59,한식,,186581.4258,450645.785,126.8488143,37.56041623
3150000-101-2005-00336,2005-08-29,02 2698 6313,"서울특별시 강서구 화곡로56길 25, 1층 (화곡동)",7657,대나무집,2024-05-05 2:40:00,한식,,186793.4416,449934.9851,126.8509344,37.55395441
3150000-101-2005-00348,2005-09-02,02 2687 8610,"서울특별시 강서구 공항대로45길 101, 1층 107~108호 (등촌동, 1동 강변샤르망2단지)",7548,한우곱창집,2024-01-27 2:40:00,한식,,187342.2346,450784.4569,126.8564223,37.56167688
3150000-101-2005-00359,2005-09-12,02 3665 3392,"서울특별시 강서구 우장산로 13, 1층 103호 (내발산동, 우장산동 천우네오젠아파트)",7652,배달삼겹직구삼(강서점),2018-12-05 2:40:00,호프/통닭,,185691.9068,450292.8195,126.8399191,37.55720745
3150000-101-2005-00375,2005-09-26,02 3662 0220,"서울특별시 강서구 강서로 462 (등촌동,대룡드림타워 (지상 1층)   113호)",7573,대룡김밥사랑,2018-08-31 23:59:59,김밥(도시락),,185920.2085,451605.3944,126.8422021,37.56913995
3150000-101-2005-00377,2005-09-26,02 2606 8416,서울특별시 강서구 화곡로42길 6 (화곡동),7679,카페인부동산,2023-11-11 2:40:00,한식,,186312.6561,449377.6981,126.8461266,37.54888816
3150000-101-2005-00380,2005-09-28,02 2604 2199,"서울특별시 강서구 화곡로 296, 1층 101호 (화곡동, 강서아이파크)",7663,김밥천국,2021-08-21 2:40:00,김밥(도시락),,186594.2656,449819.1839,126.8489427,37.55290167
3150000-101-2005-00382,2005-09-28,02 3664 6202,"서울특별시 강서구 공항대로 334, 지하 1층 (내발산동, 우장산동 백상빌딩)",7647,마키아,2024-12-04 0:03:00,경양식,,186198.1158,450599.5546,126.8449812,37.55999595
3150000-101-2005-00383,2005-09-29,02 2662 5861,"서울특별시 강서구 방화동로 23, 1층 (방화동, 2동)",7620,첫번째집순대국,2019-09-19 2:40:00,한식,,183116.0133,451229.2279,126.8141601,37.56572025
3150000-101-2005-00385,2005-09-30,02 2666 9962,"서울특별시 강서구 방화대로47가길 41, 104호 (방화동,방화샤르망Ⅱ오피스텔 (지상 1층))",7511,김삿갓고향빈대떡,2022-04-09 2:40:00,한식,아파트지역,183466.5077,452885.1902,126.8176651,37.58077446
3150000-101-2005-00390,2005-10-06,,서울특별시 강서구 양천로28길 13 (방화동),7593,맛대로 촌닭,2018-08-31 23:59:59,통닭(치킨),,184082.0217,452262.7871,126.8238202,37.57511625
3150000-101-2005-00395,2005-10-11,02 2666 0620,"서울특별시 강서구 방화동로 19-6 (방화동,(지상 1층))",7620,공항순대국,2021-12-30 2:40:00,한식,,183098.4047,451233.5797,126.813984,37.56575982
3150000-101-2005-00399,2005-10-12,02 2608 9224,"서울특별시 강서구 강서로8길 63, 1층 (화곡동, 2동)",7782,칠갑산식당,2018-08-31 23:59:59,한식,,186817.6591,447567.9046,126.8511766,37.5324355
3150000-101-2005-00407,2005-10-20,02 2699 1662,"서울특별시 강서구 강서로5나길 60, 1층 (화곡동, 1동)",7777,지리산 돌판고깃집,2018-08-31 23:59:59,한식,,186221.1163,447386.2497,126.8452112,37.53078409
3150000-101-2005-00413,2005-10-21,02 3665 9808,"서울특별시 강서구 공항대로45길 68-6, 상가동 1층 101~102호 (등촌동, 1동 서광아파트)",7566,빽돈,2020-02-08 2:40:00,분식,아파트지역,187334.4716,450632.3061,126.8563447,37.56029369
3150000-101-2005-00416,2005-10-24,02 2666 6288,"서울특별시 강서구 공항대로 36, 1층 101호 (공항동, 수산빌딩)",7623,본죽 엔 비빔밥 카페,2021-08-14 2:40:00,한식,기타,183243.4744,450986.6412,126.8154347,37.56351492
3150000-101-2005-00421,2005-10-28,02 2065 3223,서울특별시 강서구 곰달래로24길 8 (화곡동),7777,까치구공탄,2022-04-21 2:40:00,한식,주택가주변,186381.9706,447558.4691,126.8468197,37.53234972
3150000-101-2005-00428,2005-11-02,02 2661 3659,"서울특별시 강서구 양천로 128, 101동 105호 (방화동)",7593,김밥365,2018-08-31 23:59:59,김밥(도시락),,183861.6488,452327.8717,126.8216165,37.57570792
3150000-101-2005-00436,2005-11-08,02 2666 0777,"서울특별시 강서구 양천로17길 4-17 (방화동,(지상 1층))",7517,태화루,2018-08-31 23:59:59,중국식,,183471.8404,452404.9626,126.8177184,37.57640875
3150000-101-2005-00471,2005-11-30,02 3663 3292,"서울특별시 강서구 강서로 374, 1~3층 (등촌동)",7591,화로구이,2025-01-22 2:40:00,한식,기타,185688.5578,450764.4958,126.8398856,37.56149542
3150000-101-2005-00495,2005-12-13,02 2602 6827,"서울특별시 강서구 화곡로 115, 1~2층 (화곡동, 3동)",7711,너와나,2018-08-31 23:59:59,정종/대포집/소주방,주택가주변,185311.3801,448682.2411,126.8361138,37.54256583
3150000-101-2005-00501,2005-12-15,02 2664 8389,"서울특별시 강서구 초원로14길 28-2, 1층 (방화동, 1동)",7616,소담한 뚝배기,2018-08-31 23:59:59,한식,기타,183441.8166,451695.326,126.8174182,37.56995751
3150000-101-2005-00506,2005-12-20,02 2691 5679,"서울특별시 강서구 곰달래로 139, 1층 (화곡동)",7760,생마차 까치산역점,2024-06-30 2:40:00,한식,,186531.6251,447630.2199,126.8483163,37.533002
3150000-101-2005-00507,2005-12-20,02 2668 2500,"서울특별시 강서구 공항대로41길 34, 1층 105~108호 (등촌동, 3동 세이세이)",7587,만나칼국수,2021-12-29 2:40:00,한식,,186299.7427,450792.0165,126.8459974,37.5617456
3150000-101-2005-00517,2005-12-14,02 8683004,"서울특별시 강서구 수명로 31, 1층 101호 (내발산동, 발산1동 하버드아카데미)",7644,투다리,2023-11-29 2:40:00,호프/통닭,,184300.8182,449738.7246,126.8260082,37.55217022
3150000-101-2006-00014,2006-01-12,02 2692 9288,"서울특별시 강서구 곰달래로 138-1, 1층 (화곡동, 8동)",7781,비에이치씨까치산역점,2018-08-31 23:59:59,통닭(치킨),주택가주변,186517.6834,447595.2488,126.8481768,37.53268408
3150000-101-2006-00030,2006-01-31,,"서울특별시 강서구 곰달래로59길 5, 1층 (화곡동, 4동)",7741,호프마을,2018-08-31 23:59:59,정종/대포집/소주방,,187811.742,447824.1096,126.8611174,37.53476463
3150000-101-2006-00036,2006-02-09,02 2643 4392,서울특별시 강서구 곰달래로53길 50 (화곡동),7740,네네치킨 앤 봉구스밥버거 화곡남부시장점,2021-12-30 2:40:00,통닭(치킨),,187449.913,447962.8568,126.8574991,37.53602597
3150000-101-2006-00052,2006-02-23,02 3665 6665,서울특별시 강서구 양천로11길 11 (방화동),7516,돝떼마을왕뚜껑삼겹살,2021-12-30 2:40:00,식육(숯불구이),,183125.0426,452409.2863,126.8142504,37.57644806
3150000-101-2006-00053,2006-02-23,02 2663 6469,"서울특별시 강서구 공항대로3길 5, 1층 (공항동)",7619,봉달이네해물탕,2023-03-10 2:40:00,한식,,183139.3838,451085.1235,126.8143938,37.56441021
3150000-101-2006-00055,2006-02-23,02 2664 6379,"서울특별시 강서구 공항대로7다길 16, 1층 (공항동)",7619,박가네,2018-08-31 23:59:59,한식,,183428.4136,451255.075,126.8172841,37.56595523
3150000-101-2006-00059,2006-02-27,02 3661 5924,"서울특별시 강서구 강서로54길 102, 세범빌딩 1층 (등촌동)",7591,햇빛촌,2022-02-13 2:40:00,한식,,186172.2051,450702.9615,126.8447221,37.56093601
3150000-101-2006-00064,2006-03-03,02 2604 8959,"서울특별시 강서구 공항대로8길 19 (공항동,(지상1층))",7624,쭈꾸쭈꾸왕창꼼장어,2018-08-31 23:59:59,한식,,183354.1487,450890.9444,126.8165415,37.56264495
3150000-101-2006-00106,2006-04-03,02 2692 2199,"서울특별시 강서구 화곡로53길 7-6, 1층 (화곡동, 6동)",7687,시골집,2023-08-23 2:40:00,분식,,186507.2347,449875.9594,126.8480723,37.55341781
3150000-101-2006-00112,2006-04-07,02  36622044,"서울특별시 강서구 공항대로41길 44 (등촌동,(지상1층) 107호)",7587,천냥분식,2018-08-31 23:59:59,분식,,186324.8321,450838.3846,126.8462483,37.56216713
3150000-101-2006-00113,2006-04-07,0 2696 9151,"서울특별시 강서구 곰달래로31가길 11 (화곡동,102호)",7746,피자먹을까,2018-08-31 23:59:59,패스트푸드,주택가주변,186840.9236,447762.0106,126.8514092,37.5342001
3150000-101-2006-00114,2006-04-07,02 2643 1978,"서울특별시 강서구 곰달래로38길 20, 1층 (화곡동, 2동)",7782,가정식당,2018-08-31 23:59:59,한식,,187106.5014,447582.538,126.854065,37.53256853
3150000-101-2006-00116,2006-04-10,02 2695 5525,"서울특별시 강서구 강서로 35, 롯데리아 2층 (화곡동)",7774,카츠야미 화곡점,2024-08-22 2:40:00,경양식,,186402.8165,447637.266,126.8470282,37.53306605
3150000-101-2006-00119,2006-04-11,,"서울특별시 강서구 강서로5나길 10, 2층 (화곡동, 1동)",7778,제트쓰리,2018-08-31 23:59:59,정종/대포집/소주방,기타,186470.6513,447401.1094,126.8477065,37.53091918
3150000-101-2006-00120,2006-04-12,,서울특별시 강서구 공항대로 28 (공항동),7623,새참야참,2024-12-04 0:03:00,한식,,183166.3433,450992.8719,126.8146634,37.56357156
3150000-101-2006-00121,2006-04-17,02 2698 1910,"서울특별시 강서구 월정로30길 63, 1층 (화곡동, 1동)",7765,점순이네 밥상,2018-08-31 23:59:59,한식,,185731.3799,448103.9693,126.8403138,37.53730881
3150000-101-2006-00124,2006-04-18,02 2659 6021,"서울특별시 강서구 양천로57길 37, B3,B4,B17,B20호 (가양동, 가양4단지아파트)",7527,선애식당,2020-10-09 2:40:00,한식,아파트지역,186845.6552,451427.0352,126.8514566,37.5675185
3150000-101-2006-00129,2006-04-19,02 3664 0117,"서울특별시 강서구 양천로57길 37, 상가동 지하1층 B15, B16, B23호 (가양동, 가양4단지아파트)",7527,돈이네식당,2020-10-15 2:40:00,한식,아파트지역,186845.6552,451427.0352,126.8514566,37.5675185
3150000-101-2006-00139,2006-04-24,02 2659 8592,"서울특별시 강서구 양천로 482, 1층 104호 (등촌동, 3동 삼부르네상스)",7575,동대문 엽기떡볶이,2018-08-31 23:59:59,한식,,187030.4488,451007.4574,126.8533045,37.56370416
3150000-101-2006-00142,2006-04-25,02 2655 1361,"서울특별시 강서구 등촌로 221, 1층 (등촌동, 2동)",7665,금원,2022-06-04 2:40:00,한식,주택가주변,187854.5128,449701.6505,126.8615451,37.55183319
3150000-101-2006-00143,2006-04-25,02 2601 5769,"서울특별시 강서구 월정로 96, 1층 (화곡동, 1동)",7780,뷰티,2018-08-31 23:59:59,호프/통닭,,185766.025,447316.215,126.8406602,37.53014741
3150000-101-2006-00148,2006-04-27,02 2063 8661,"서울특별시 강서구 양천로 564, 1층 112~115호 (등촌동, 1동 두산위브센티움)",7551,금미담,2024-08-21 2:40:00,한식,기타,187682.6904,450578.8928,126.8598269,37.55980812
3150000-101-2006-00149,2006-04-27,02 2695 5003,"서울특별시 강서구 강서로 22, 1층 (화곡동, 8동)",7781,대왕곱창,2019-10-02 2:40:00,한식,,186502.5398,447527.2079,126.8480254,37.53206553
3150000-101-2006-00153,2006-04-28,02  26931770,서울특별시 강서구 화곡로 226 (화곡동),7679,세양수산,2021-12-30 2:40:00,한식,,186218.4638,449230.3825,126.8451846,37.54754893
3150000-101-2006-00156,2006-05-01,02 3662 0498,"서울특별시 강서구 화곡로61길 64 (등촌동,상가2호)",7590,민쓰커피,2021-03-05 2:40:00,한식,주택가주변,186581.4258,450645.785,126.8488143,37.56041623
3150000-101-2006-00159,2006-05-02,02 2664 5455,"서울특별시 강서구 양천로26길 10-2, 1층 (방화동, 1동)",7592,돈자루,2018-08-31 23:59:59,한식,주택가주변,183807.9379,452316.1349,126.8210794,37.57560123
3150000-101-2006-00170,2006-05-09,02 2602 1472,"서울특별시 강서구 강서로12길 10, 1층 (화곡동, 8동)",7760,화순순대국,2019-07-05 2:40:00,한식,,186466.2088,447705.1235,126.8476621,37.53368294
3150000-101-2006-00182,2006-05-17,,"서울특별시 강서구 곰달래로58길 15 (화곡동,지상1층)",7785,국민통닭,2020-11-25 2:40:00,호프/통닭,,187743.5915,447694.6721,126.8604359,37.53358793
3150000-101-2006-00185,2006-05-18,02 2666 9992,"서울특별시 강서구 방화동로 116-1, 1층 (방화동, 1동)",7604,페리카나,2018-08-31 23:59:59,통닭(치킨),,183367.1844,452077.3087,126.8166718,37.57343008
3150000-101-2006-00191,2006-05-22,02 2665 1082,서울특별시 강서구 양천로 48-5 (방화동),7602,우영아구찜뽈찜,2021-11-24 2:40:00,한식,주택가주변,183070.489,452282.0353,126.8137049,37.57529123
3150000-101-2006-00193,2006-05-23,02 2662 4472,"서울특별시 강서구 양천로24가길 3, 1층 (방화동, 1동)",7604,네네치킨,2024-07-03 2:40:00,호프/통닭,,183626.3969,452313.1203,126.819264,37.57557382
3150000-101-2006-00194,2006-05-23,02 2665 2228,서울특별시 강서구 금낭화로 95 (방화동),7516,촌닭숯불바베큐,2020-11-01 2:40:00,통닭(치킨),주택가주변,183261.3223,452422.678,126.8156132,37.5765698
3150000-101-2006-00196,2006-05-24,02 3665 4490,"서울특별시 강서구 화곡로63가길 16, 101호 (등촌동, 3동)",7588,또래오래 등촌가양점,2018-08-31 23:59:59,통닭(치킨),,186466.7151,450799.24,126.8476672,37.56181127
3150000-101-2006-00205,2006-06-01,02 2662 7280,"서울특별시 강서구 방화동로 80, 지하 1층 (방화동, 1동)",7616,명,2018-08-31 23:59:59,호프/통닭,주택가주변,183400.7148,451689.7828,126.8170071,37.56990712
3150000-101-2006-00206,2006-06-05,0 2649 0931,"서울특별시 강서구 곰달래로49길 76, 1층 (화곡동, 4동)",7738,청춘비어,2018-08-31 23:59:59,호프/통닭,,187237.6254,448069.398,126.8553763,37.53699453
3150000-101-2006-00217,2006-06-15,02 2668 9253,"서울특별시 강서구 양천로 492, 1층 103호 (등촌동, 3동 길훈엔트런스빌)",7575,압구정봉구비어 가양역점,2024-06-17 2:40:00,호프/통닭,,187087.0789,450966.9983,126.8538708,37.56333635
3150000-101-2006-00232,2006-06-27,02 2652 4152,"서울특별시 강서구 곰달래로53길 7, 1층 (화곡동, 4동)",7738,시골식당,2018-08-31 23:59:59,한식,,187550.0905,447793.7217,126.8585009,37.53448838
3150000-101-2006-00235,2006-06-30,02 2692 5476,"서울특별시 강서구 곰달래로25길 75, 1층 (화곡동, 8동)",7756,황금부엉이 본점,2024-01-24 2:40:00,호프/통닭,,186483.3111,447978.266,126.8478331,37.53616605
3150000-101-2006-00239,2006-07-03,,"서울특별시 강서구 강서로18길 37 (화곡동,(지상 1층))",7751,쿵따리,2021-12-30 2:40:00,기타,주택가주변,186464.2685,448020.0192,126.8476427,37.53654563
3150000-101-2006-00248,2006-07-07,02 2663 3747,"서울특별시 강서구 양천로 73, 1층 110호 (방화동, 1동)",7517,원참치,2018-08-31 23:59:59,일식,,183306.5385,452402.2383,126.8160654,37.57638398
3150000-101-2006-00251,2006-07-12,,"서울특별시 강서구 공항대로46길 97, 101~102호 (화곡동,(지상 1층))",7657,제주은희네해장국 강서화곡점,2022-12-18 2:40:00,호프/통닭,기타,186757.0112,449965.505,126.8505701,37.55423186
3150000-101-2006-00256,2006-07-19,,서울특별시 강서구 방화대로7나길 52 (공항동),7626,낭만주당,2020-03-01 2:40:00,호프/통닭,주택가주변,183389.6046,450473.4175,126.816896,37.55884925
3150000-101-2006-00257,2006-07-24,02 3663 3330,"서울특별시 강서구 양천로 731, 309동 1층 104-1호 (염창동, 동아3차아파트)",7539,하오아,2018-08-31 23:59:59,한식,,189098.8068,449777.6596,126.8739881,37.55252418
3150000-101-2006-00259,2006-07-24,02 3662 3376,"서울특별시 강서구 양천로47길 118 (마곡동,벽산아파트상가103호)",7522,예인식당,2021-12-29 2:40:00,한식,,185605.3533,452617.0404,126.8390535,37.57833673
3150000-101-2006-00262,2006-07-27,02 3662 4248,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 지하1층 108호 (마곡동)",7791,강호,2023-06-23 2:40:00,한식,,185827.2394,451790.6995,126.8412724,37.57082454
3150000-101-2006-00271,2006-08-07,02 2661 0460,"서울특별시 강서구 양천로 94-1, 1층 (방화동, 1동)",7604,상록회관 연탄구이 방화점,2024-07-30 2:40:00,한식,,183539.2369,452342.6181,126.8183924,37.57584198
3150000-101-2006-00272,2006-08-07,,"서울특별시 강서구 양천로24길 25 (방화동,(지상 1층))",7605,이레분식,2024-12-04 0:03:00,한식,,183640.5823,452226.3491,126.8194058,37.57478499
3150000-101-2006-00285,2006-08-16,0 2647 3555,"서울특별시 강서구 등촌로13길 24, 1층 (등촌동, 2동)",7733,황금두꺼비,2021-08-12 2:40:00,통닭(치킨),,187732.1413,448167.9818,126.8603214,37.53789074
3150000-101-2006-00287,2006-08-17,02  26458280,"서울특별시 강서구 곰달래로53길 38, 1층 제4호 (화곡동)",7740,치킨마루남부시장점,2021-07-30 2:40:00,통닭(치킨),,187483.7367,447922.3313,126.8578374,37.53565756
3150000-101-2006-00288,2006-08-17,02 2694 9285,"서울특별시 강서구 화곡로 280, 1층 (화곡동, 6동)",7663,남촌쭈꾸미(강서구청점),2024-08-31 2:40:00,한식,유흥업소밀집지역,186485.2012,449695.443,126.847852,37.55177675
